Dec 14 04:41:43.854 INFO configured Copa, delta_mode: Auto, default_delta: 0.25, init_cwnd: 0, ipc: netlink
Dec 14 04:41:43.854 INFO starting CCP, ipc: netlink, algorithm: copa
Dec 14 04:42:56.647 DEBG creating new flow, dst_port: 20756, dst_ip: 16793700, src_port: 46823, src_ip: 67125348, mss: 1448, init_cwnd: 14480, sid: 1
Dec 14 04:42:56.648 INFO starting copa flow, sock_id: 1
Dec 14 04:42:57.031 DEBG got ack, report_interval: 3018656382057, mode: const, velocity: 1, base_rtt: 125240, min_rtt: 125240, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 10, acked(pkts): 1
Dec 14 04:42:59.435 DEBG got ack, report_interval: 59170, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 205452, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 207, acked(pkts): 123
Dec 14 04:42:59.496 DEBG got ack, report_interval: 61519, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 207, acked(pkts): 0
Dec 14 04:42:59.556 DEBG got ack, report_interval: 59744, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 202721, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 204, acked(pkts): 122
Dec 14 04:42:59.616 DEBG got ack, report_interval: 60179, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 204, acked(pkts): 0
Dec 14 04:42:59.677 DEBG got ack, report_interval: 60351, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 203154, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 202, acked(pkts): 119
Dec 14 04:42:59.739 DEBG got ack, report_interval: 61886, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 202, acked(pkts): 0
Dec 14 04:42:59.798 DEBG got ack, report_interval: 59724, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 201874, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 200, acked(pkts): 123
Dec 14 04:42:59.858 DEBG got ack, report_interval: 59817, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 200, acked(pkts): 0
Dec 14 04:42:59.918 DEBG got ack, report_interval: 59494, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 198477, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 197, acked(pkts): 118
Dec 14 04:42:59.978 DEBG got ack, report_interval: 60104, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 197, acked(pkts): 0
Dec 14 04:43:00.038 DEBG got ack, report_interval: 59738, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 195703, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 195, acked(pkts): 120
Dec 14 04:43:00.099 DEBG got ack, report_interval: 61463, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 195, acked(pkts): 0
Dec 14 04:43:00.158 DEBG got ack, report_interval: 59312, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 194430, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 192, acked(pkts): 122
Dec 14 04:43:00.218 DEBG got ack, report_interval: 59512, mode: const, velocity: 1, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 192, acked(pkts): 0
Dec 14 04:43:00.279 DEBG got ack, report_interval: 61188, mode: const, velocity: 2, base_rtt: 116077, min_rtt: 188262, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 187, acked(pkts): 120
Dec 14 04:43:00.340 DEBG got ack, report_interval: 61295, mode: const, velocity: 2, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 187, acked(pkts): 0
Dec 14 04:43:00.402 DEBG got ack, report_interval: 61359, mode: const, velocity: 2, base_rtt: 116077, min_rtt: 187035, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 182, acked(pkts): 123
Dec 14 04:43:00.463 DEBG got ack, report_interval: 61435, mode: const, velocity: 2, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 182, acked(pkts): 0
Dec 14 04:43:00.523 DEBG got ack, report_interval: 59637, mode: const, velocity: 2, base_rtt: 116077, min_rtt: 183512, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 177, acked(pkts): 121
Dec 14 04:43:00.582 DEBG got ack, report_interval: 59181, mode: const, velocity: 2, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 177, acked(pkts): 0
Dec 14 04:43:00.642 DEBG got ack, report_interval: 60210, mode: const, velocity: 4, base_rtt: 116077, min_rtt: 179961, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 166, acked(pkts): 120
Dec 14 04:43:00.703 DEBG got ack, report_interval: 61185, mode: const, velocity: 4, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 166, acked(pkts): 0
Dec 14 04:43:00.763 DEBG got ack, report_interval: 59236, mode: const, velocity: 4, base_rtt: 116077, min_rtt: 174550, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 155, acked(pkts): 121
Dec 14 04:43:00.823 DEBG got ack, report_interval: 60610, mode: const, velocity: 4, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 155, acked(pkts): 0
Dec 14 04:43:00.884 DEBG got ack, report_interval: 60982, mode: const, velocity: 4, base_rtt: 116077, min_rtt: 164354, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 143, acked(pkts): 121
Dec 14 04:43:00.944 DEBG got ack, report_interval: 60375, mode: const, velocity: 4, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 143, acked(pkts): 0
Dec 14 04:43:01.004 DEBG got ack, report_interval: 59978, mode: const, velocity: 8, base_rtt: 116077, min_rtt: 152137, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 120
Dec 14 04:43:01.064 DEBG got ack, report_interval: 59606, mode: const, velocity: 8, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:01.124 DEBG got ack, report_interval: 60026, mode: const, velocity: 8, base_rtt: 116077, min_rtt: 139866, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 85, acked(pkts): 120
Dec 14 04:43:01.183 DEBG got ack, report_interval: 58908, mode: const, velocity: 8, base_rtt: 116077, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 85, acked(pkts): 0
Dec 14 04:43:01.268 DEBG got ack, report_interval: 84855, mode: const, velocity: 1, base_rtt: 109533, min_rtt: 109533, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 89, acked(pkts): 119
Dec 14 04:43:01.325 DEBG got ack, report_interval: 56652, mode: const, velocity: 1, base_rtt: 109533, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 89, acked(pkts): 0
Dec 14 04:43:01.382 DEBG got ack, report_interval: 57463, mode: const, velocity: 1, base_rtt: 108913, min_rtt: 108913, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 93, acked(pkts): 86
Dec 14 04:43:01.438 DEBG got ack, report_interval: 55840, mode: const, velocity: 1, base_rtt: 108913, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 93, acked(pkts): 0
Dec 14 04:43:01.494 DEBG got ack, report_interval: 55851, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 107671, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 96, acked(pkts): 89
Dec 14 04:43:01.549 DEBG got ack, report_interval: 55781, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 96, acked(pkts): 0
Dec 14 04:43:01.606 DEBG got ack, report_interval: 56919, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 107941, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 100, acked(pkts): 94
Dec 14 04:43:01.662 DEBG got ack, report_interval: 55204, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 100, acked(pkts): 0
Dec 14 04:43:01.717 DEBG got ack, report_interval: 55592, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108112, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 104, acked(pkts): 96
Dec 14 04:43:01.772 DEBG got ack, report_interval: 55239, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 104, acked(pkts): 0
Dec 14 04:43:01.828 DEBG got ack, report_interval: 55687, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108189, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 101
Dec 14 04:43:01.884 DEBG got ack, report_interval: 55464, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 0
Dec 14 04:43:01.940 DEBG got ack, report_interval: 56441, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 108504, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 115, acked(pkts): 106
Dec 14 04:43:01.997 DEBG got ack, report_interval: 57298, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 115, acked(pkts): 0
Dec 14 04:43:02.055 DEBG got ack, report_interval: 58162, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 108519, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 123, acked(pkts): 112
Dec 14 04:43:02.111 DEBG got ack, report_interval: 55318, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 123, acked(pkts): 0
Dec 14 04:43:02.167 DEBG got ack, report_interval: 56313, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 112203, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 119, acked(pkts): 112
Dec 14 04:43:02.222 DEBG got ack, report_interval: 55093, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 119, acked(pkts): 0
Dec 14 04:43:02.279 DEBG got ack, report_interval: 56882, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 112838, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 113
Dec 14 04:43:02.336 DEBG got ack, report_interval: 56734, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:02.394 DEBG got ack, report_interval: 58271, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 115940, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 114
Dec 14 04:43:02.450 DEBG got ack, report_interval: 55120, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 0
Dec 14 04:43:02.506 DEBG got ack, report_interval: 56552, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 113160, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 113
Dec 14 04:43:02.561 DEBG got ack, report_interval: 54968, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 0
Dec 14 04:43:02.616 DEBG got ack, report_interval: 55665, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108824, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 109
Dec 14 04:43:02.672 DEBG got ack, report_interval: 55967, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 0
Dec 14 04:43:02.728 DEBG got ack, report_interval: 55323, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108408, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 108
Dec 14 04:43:02.784 DEBG got ack, report_interval: 55878, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:02.839 DEBG got ack, report_interval: 55093, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108352, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 119, acked(pkts): 110
Dec 14 04:43:02.895 DEBG got ack, report_interval: 56595, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 119, acked(pkts): 0
Dec 14 04:43:02.951 DEBG got ack, report_interval: 56003, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 110989, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 123, acked(pkts): 113
Dec 14 04:43:03.007 DEBG got ack, report_interval: 55870, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 123, acked(pkts): 0
Dec 14 04:43:03.063 DEBG got ack, report_interval: 55500, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 113815, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 120, acked(pkts): 111
Dec 14 04:43:03.120 DEBG got ack, report_interval: 57650, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 120, acked(pkts): 0
Dec 14 04:43:03.176 DEBG got ack, report_interval: 55656, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 116680, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 111
Dec 14 04:43:03.232 DEBG got ack, report_interval: 55821, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:03.287 DEBG got ack, report_interval: 55084, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 119129, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 112
Dec 14 04:43:03.343 DEBG got ack, report_interval: 56560, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 0
Dec 14 04:43:03.399 DEBG got ack, report_interval: 55278, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 113605, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 111
Dec 14 04:43:03.454 DEBG got ack, report_interval: 55324, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 0
Dec 14 04:43:03.509 DEBG got ack, report_interval: 55424, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 110604, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 108
Dec 14 04:43:03.566 DEBG got ack, report_interval: 56385, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 0
Dec 14 04:43:03.622 DEBG got ack, report_interval: 55895, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 110397, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 107
Dec 14 04:43:03.678 DEBG got ack, report_interval: 56135, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:03.734 DEBG got ack, report_interval: 56524, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 110730, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 120, acked(pkts): 111
Dec 14 04:43:03.789 DEBG got ack, report_interval: 55019, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 120, acked(pkts): 0
Dec 14 04:43:03.845 DEBG got ack, report_interval: 55175, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 111069, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 123, acked(pkts): 110
Dec 14 04:43:03.900 DEBG got ack, report_interval: 55764, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 123, acked(pkts): 0
Dec 14 04:43:03.956 DEBG got ack, report_interval: 56078, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 115094, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 120, acked(pkts): 112
Dec 14 04:43:04.012 DEBG got ack, report_interval: 55957, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 120, acked(pkts): 0
Dec 14 04:43:04.069 DEBG got ack, report_interval: 56718, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 117723, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 112
Dec 14 04:43:04.124 DEBG got ack, report_interval: 55199, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:04.180 DEBG got ack, report_interval: 55549, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 116914, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 112
Dec 14 04:43:04.235 DEBG got ack, report_interval: 55258, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 0
Dec 14 04:43:04.292 DEBG got ack, report_interval: 56990, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 113828, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 109
Dec 14 04:43:04.349 DEBG got ack, report_interval: 56926, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 0
Dec 14 04:43:04.404 DEBG got ack, report_interval: 55492, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 110786, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 113
Dec 14 04:43:04.462 DEBG got ack, report_interval: 56959, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 0
Dec 14 04:43:04.517 DEBG got ack, report_interval: 55641, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 110601, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 107
Dec 14 04:43:04.574 DEBG got ack, report_interval: 57163, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:04.631 DEBG got ack, report_interval: 57060, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 109738, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 120, acked(pkts): 113
Dec 14 04:43:04.688 DEBG got ack, report_interval: 56893, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 120, acked(pkts): 0
Dec 14 04:43:04.745 DEBG got ack, report_interval: 56708, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 111978, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 113
Dec 14 04:43:04.800 DEBG got ack, report_interval: 55328, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:04.855 DEBG got ack, report_interval: 55155, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 116072, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 111
Dec 14 04:43:04.912 DEBG got ack, report_interval: 57125, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 0
Dec 14 04:43:04.968 DEBG got ack, report_interval: 55591, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 112604, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 109, acked(pkts): 113
Dec 14 04:43:05.025 DEBG got ack, report_interval: 56579, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 109, acked(pkts): 0
Dec 14 04:43:05.082 DEBG got ack, report_interval: 57139, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 110158, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 113, acked(pkts): 110
Dec 14 04:43:05.137 DEBG got ack, report_interval: 55444, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 113, acked(pkts): 0
Dec 14 04:43:05.194 DEBG got ack, report_interval: 56418, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 110934, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 105
